13935,merchant_053,46989,1785346206,upi,grocery
14356,merchant_054,55689,1785346298,card,grocery
25890,merchant_098,11813,1785346331,upi,grocery
46003,merchant_178,22660,1785346338,upi,food
18455,merchant_068,23198,1785346350,upi,food
28863,merchant_111,55547,1785346410,card,grocery
13936,merchant_053,51234,1785346491,upi,grocery
34584,merchant_138,34305,1785346541,upi,grocery
25638,merchant_097,47294,1785346570,upi,grocery
36287,merchant_143,50161,1785346730,upi,grocery
39702,merchant_156,34050,1785346736,upi,food
453,merchant_004,64039,1785346741,netbanking,food
46004,merchant_178,12108,1785346744,card,food
7552,merchant_032,74489,1785346796,upi,grocery
30007,merchant_115,26191,1785346826,upi,grocery
44053,merchant_172,15610,1785346934,upi,food
23780,merchant_089,28162,1785346981,card,food
7553,merchant_032,37376,1785347025,upi,grocery
32052,merchant_126,17124,1785347051,card,grocery
21371,merchant_076,26054,1785347145,upi,grocery
32742,merchant_130,29729,1785347210,upi,grocery
38875,merchant_154,17841,1785347288,upi,food
21372,merchant_076,36680,1785347293,card,grocery
37669,merchant_151,46797,1785347403,upi,food
29377,merchant_113,77442,1785347412,card,food
23991,merchant_090,211437,1785347446,netbanking,fashion
15921,merchant_059,48965,1785347448,upi,food
18456,merchant_068,35628,1785347452,upi,food
23992,merchant_090,234414,1785347484,upi,fashion
47051,merchant_183,33046,1785347492,card,food
7554,merchant_032,28962,1785347517,upi,grocery
28045,merchant_106,543570,1785347648,upi,electronics
48817,merchant_191,55256,1785347732,upi,food
46005,merchant_178,25394,1785347742,upi,food
20587,merchant_072,35552,1785347764,upi,food
13744,merchant_050,295145,1785347805,upi,fashion
36288,merchant_143,66852,1785347855,upi,grocery
42977,merchant_169,12773,1785347895,netbanking,food
1197,merchant_009,36570,1785347896,netbanking,food
15405,merchant_057,26609,1785347913,upi,food
24437,merchant_092,140335,1785347919,upi,fashion
25639,merchant_097,9802,1785347928,upi,grocery
35676,merchant_142,30857,1785348013,upi,food
50499,merchant_196,21292,1785348049,card,food
30813,merchant_119,75563,1785348073,netbanking,grocery
43371,merchant_171,51843,1785348173,upi,food
995,merchant_008,20825,1785348377,card,grocery
31289,merchant_122,32682,1785348390,upi,grocery
22910,merchant_083,323506,1785348494,upi,fashion
33116,merchant_131,10995,1785348568,upi,food
33117,merchant_131,27688,1785348595,card,food
12957,merchant_048,32212,1785348674,card,food
48596,merchant_189,105556,1785348766,netbanking,fashion
38398,merchant_153,36026,1785348781,card,grocery
6705,merchant_030,60674,1785348783,card,grocery
51281,merchant_200,18111,1785348944,netbanking,food
40059,merchant_158,24938,1785349000,upi,grocery
46006,merchant_178,39002,1785349012,upi,food
38399,merchant_153,22931,1785349029,upi,grocery
11979,merchant_045,28640,1785349037,card,grocery
33889,merchant_134,45227,1785349130,card,grocery
29378,merchant_113,22298,1785349134,card,food
31290,merchant_122,104398,1785349174,upi,grocery
16767,merchant_061,11451,1785349196,netbanking,food
35677,merchant_142,17333,1785349213,upi,food
7894,merchant_033,131916,1785349253,upi,grocery
19963,merchant_071,18546,1785349255,upi,food
7105,merchant_031,36393,1785349265,card,grocery
5547,merchant_023,57358,1785349359,card,grocery
22746,merchant_082,154208,1785349492,card,fashion
18457,merchant_068,28755,1785349500,upi,food
7895,merchant_033,43011,1785349537,upi,grocery
25207,merchant_096,24744,1785349542,netbanking,food
28778,merchant_110,259175,1785349653,upi,fashion
20975,merchant_074,16979,1785349654,upi,grocery
17148,merchant_062,25351,1785349662,netbanking,food
26298,merchant_099,26877,1785349724,upi,grocery
14792,merchant_056,31038,1785349729,upi,food
4468,merchant_019,8271,1785349823,card,food
15772,merchant_058,347399,1785349839,netbanking,fashion
41522,merchant_163,11437,1785349844,upi,food
13371,merchant_049,97984,1785349915,upi,grocery
22392,merchant_081,16600,1785349923,upi,food
4469,merchant_019,23608,1785349969,netbanking,food
40951,merchant_162,41944,1785350049,card,food
42240,merchant_166,36395,1785350212,card,food
36883,merchant_145,71355,1785350221,upi,grocery
18149,merchant_065,12993,1785350227,upi,grocery
9716,merchant_038,12341,1785350272,upi,food
18150,merchant_065,22073,1785350488,card,grocery
4926,merchant_020,23652,1785350549,upi,grocery
18458,merchant_068,8138,1785350557,upi,food
11012,merchant_042,34707,1785350570,upi,food
42241,merchant_166,25278,1785350579,netbanking,food
32282,merchant_127,117492,1785350769,upi,grocery
42978,merchant_169,8362,1785350796,upi,food
18459,merchant_068,11734,1785351055,card,food
454,merchant_004,53182,1785351093,upi,food
39703,merchant_156,44004,1785351141,upi,food
1198,merchant_009,17150,1785351177,upi,food
39436,merchant_155,76225,1785351320,card,food
33890,merchant_134,38415,1785351380,upi,grocery
3281,merchant_016,54180,1785351449,upi,food
24438,merchant_092,225169,1785351590,upi,fashion
44280,merchant_173,37729,1785351663,card,food
37670,merchant_151,21323,1785351689,netbanking,food
20976,merchant_074,55328,1785351843,upi,grocery
45187,merchant_175,13357,1785351857,netbanking,grocery
996,merchant_008,57835,1785351929,card,grocery
47052,merchant_183,38523,1785352045,netbanking,food
32743,merchant_130,34326,1785352103,upi,grocery
41879,merchant_164,6865,1785352273,card,food
23646,merchant_087,633211,1785352354,upi,electronics
32744,merchant_130,45168,1785352451,card,grocery
13372,merchant_049,78150,1785352703,upi,grocery
1199,merchant_009,19591,1785352804,card,food
8809,merchant_035,21084,1785352876,upi,grocery
20977,merchant_074,44941,1785352880,card,grocery
24865,merchant_095,27820,1785352888,upi,food
50113,merchant_195,64883,1785352974,card,food
2149,merchant_012,59709,1785353075,card,services
47926,merchant_187,38315,1785353126,upi,food
29379,merchant_113,40653,1785353303,netbanking,food
7555,merchant_032,28308,1785353434,upi,grocery
20588,merchant_072,14791,1785353575,upi,food
28864,merchant_111,47479,1785353701,upi,grocery
34585,merchant_138,18962,1785353815,card,grocery
23229,merchant_086,25969,1785353840,upi,grocery
18151,merchant_065,38696,1785354008,upi,grocery
51282,merchant_200,23109,1785354229,card,food
4470,merchant_019,25836,1785354453,upi,food
51283,merchant_200,33918,1785354518,netbanking,food
8810,merchant_035,24848,1785354586,upi,grocery
23647,merchant_087,1620405,1785354597,upi,electronics
8811,merchant_035,54027,1785354763,upi,grocery
12958,merchant_048,28145,1785354873,upi,food
47372,merchant_184,62996,1785354910,upi,grocery
26299,merchant_099,20904,1785355002,upi,grocery
21373,merchant_076,26523,1785355129,upi,grocery
9249,merchant_036,80145,1785355133,upi,services
47927,merchant_187,15643,1785355425,card,food
28865,merchant_111,14484,1785355477,card,grocery
48818,merchant_191,33149,1785355644,card,food
40060,merchant_158,45070,1785355662,upi,grocery
34926,merchant_139,62045,1785355963,netbanking,food
2316,merchant_014,68897,1785356191,card,food
36289,merchant_143,40505,1785356262,netbanking,grocery
45450,merchant_176,727557,1785356303,upi,electronics
455,merchant_004,17112,1785356327,upi,food
7896,merchant_033,34242,1785356354,card,grocery
20978,merchant_074,54523,1785356508,upi,grocery
36290,merchant_143,64003,1785356519,card,grocery
26300,merchant_099,32514,1785356569,upi,grocery
34539,merchant_137,935898,1785356869,upi,electronics
11714,merchant_043,65177,1785356958,upi,grocery
22911,merchant_083,190358,1785357001,upi,fashion
7897,merchant_033,92740,1785357130,upi,grocery
876,merchant_006,381697,1785357192,card,electronics
46007,merchant_178,36451,1785357554,card,food
6465,merchant_027,792867,1785357620,upi,electronics
21279,merchant_075,181371,1785357671,upi,fashion
11013,merchant_042,16076,1785357728,upi,food
7556,merchant_032,37581,1785357744,card,grocery
42842,merchant_167,640162,1785357980,upi,electronics
23781,merchant_089,18246,1785358197,upi,food
11980,merchant_045,17691,1785358262,upi,grocery
21835,merchant_078,85189,1785358291,upi,services
13373,merchant_049,44298,1785358434,netbanking,grocery
47373,merchant_184,66048,1785358652,card,grocery
19011,merchant_069,17664,1785358771,upi,food
9305,merchant_037,12473,1785359059,upi,food
1851,merchant_010,44165,1785359115,upi,grocery
24577,merchant_094,15722,1785359188,upi,grocery
47804,merchant_186,188987,1785359330,card,fashion
48819,merchant_191,27599,1785359359,upi,food
29380,merchant_113,27624,1785359566,upi,food
7898,merchant_033,42510,1785359593,netbanking,grocery
16768,merchant_061,35544,1785359604,upi,food
31291,merchant_122,87587,1785359613,upi,grocery
7557,merchant_032,95057,1785359660,upi,grocery
21836,merchant_078,58702,1785359871,upi,services
21927,merchant_079,32577,1785359999,upi,grocery
30008,merchant_115,31252,1785360138,netbanking,grocery
19500,merchant_070,106310,1785360150,card,grocery
7899,merchant_033,70592,1785360199,upi,grocery
50114,merchant_195,22276,1785360249,upi,food
17965,merchant_064,28375,1785360464,netbanking,grocery
44281,merchant_173,32410,1785360481,upi,food
31292,merchant_122,34218,1785360668,upi,grocery
6706,merchant_030,23882,1785360688,upi,grocery
456,merchant_004,118788,1785360741,upi,food
21837,merchant_078,337597,1785360761,upi,services
14357,merchant_054,30818,1785360908,upi,grocery
44282,merchant_173,20760,1785361026,upi,food
48597,merchant_189,106274,1785361256,card,fashion
36884,merchant_145,35270,1785361282,upi,grocery
4927,merchant_020,34590,1785361291,upi,grocery
42979,merchant_169,25446,1785361310,netbanking,food
20589,merchant_072,31820,1785361386,upi,food
1200,merchant_009,7419,1785361619,upi,food
14793,merchant_056,15495,1785361631,card,food
44283,merchant_173,11063,1785361682,netbanking,food
33891,merchant_134,34701,1785361779,upi,grocery
42242,merchant_166,37946,1785361812,netbanking,food
28307,merchant_108,36464,1785362013,upi,food
13937,merchant_053,37628,1785362052,card,grocery
10557,merchant_041,37103,1785362172,upi,grocery
34586,merchant_138,30716,1785362254,upi,grocery
14794,merchant_056,15641,1785362465,card,food
35223,merchant_140,111662,1785362764,card,services
7900,merchant_033,71443,1785362962,upi,grocery
